Year,States,AgencyName,Population1,TotalOffenses,CrimesAgainstPersons,CrimesAgainstProperty,CrimesAgainstSociety,AssaultOffenses,AggravatedAssault,SimpleAssault,Intimidation,HomicideOffenses,MurderandNonnegligentManslaughter,NegligentManslaughter,JustifiableHomicide,HumanTraffickingOffenses,CommercialSexActs,InvoluntaryServitude,KidppingAbduction,SexOffenses,Rape,Sodomy,SexualAssaultWithanObject,Fondling,Incest,StatutoryRape,Arson,Bribery,BurglaryBreakingEntering,CounterfeitingForgery,DestructionDamageVandalismofProperty,Embezzlement,ExtortionBlackmail,FraudOffenses,FalsePretensesSwindleConfidence.Game,CreditCardAutomatedTellerMachineFraud,Impersotion,WelfareFraud,WireFraud,IdentityTheft,HackingComputerInvasion,LarcenyTheftOffenses,Pocketpicking,Pursestching,Shoplifting,TheftFromBuilding,TheftFromCoinOperatedMachineorDevice,TheftFromMotorVehicle,TheftofMotorVehiclePartsorAccessories,AllOtherLarceny,MotorVehicleTheft,Robbery,StolenPropertyOffenses,AnimalCruelty,DrugrcoticOffenses,DrugrcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,PurchasingProstitution,WeaponLawViolations
2020,Iowa,Denison,8234,230,70,141,19,65,7,49,9,0,0,0,0,0,0,0,1,4,1,1,0,2,0,0,2,0,15,2,46,0,0,8,2,4,2,0,0,0,0,37,0,0,11,1,0,6,1,18,4,2,25,0,18,10,8,0,0,0,0,0,1,0,0,0,0,0
2020,Texas,Denison,25858,1505,334,753,418,307,81,192,34,1,1,0,0,0,0,0,1,25,22,1,0,2,0,0,1,1,112,42,126,0,0,67,13,35,15,0,0,4,0,306,0,0,26,0,2,84,2,192,83,9,6,3,371,305,66,0,0,0,0,0,6,3,3,0,0,35
2021,Iowa,Denison,8241,247,87,130,30,78,11,59,8,0,0,0,0,0,0,0,0,9,2,0,0,7,0,0,1,0,14,8,34,0,1,6,2,3,1,0,0,0,0,48,0,1,16,5,0,6,2,18,10,0,8,0,28,18,10,0,0,0,0,0,1,0,0,0,0,1
2021,Texas,Denison,26119,1599,317,699,583,288,63,185,40,1,1,0,0,0,0,0,0,28,21,2,0,5,0,0,2,1,76,32,94,1,0,72,12,23,30,0,1,6,0,320,0,0,48,2,3,71,11,185,88,5,8,0,538,359,179,0,0,0,0,0,3,1,0,1,0,41
2022,Iowa,Denison,8048,263,91,129,43,86,23,55,8,0,0,0,0,0,0,0,0,5,2,1,1,1,0,0,1,0,12,6,27,0,1,13,7,2,1,0,0,3,0,44,1,0,15,5,0,11,0,12,12,0,13,0,37,25,12,0,0,0,0,0,2,0,0,0,0,4
2022,Texas,Denison,25828,1182,256,458,468,235,60,146,29,0,0,0,0,1,1,0,0,20,11,1,0,8,0,0,4,0,59,24,68,0,0,36,9,11,10,0,1,5,0,206,0,0,27,3,0,29,8,139,59,1,1,2,428,308,120,0,0,0,0,0,1,2,2,0,0,35
2020,South Carolina,Denmark,2876,232,70,150,12,67,24,36,7,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,38,1,44,0,0,5,4,0,0,0,0,0,1,51,0,0,16,0,0,14,5,16,6,3,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,8
2021,South Carolina,Denmark,2847,193,67,120,6,64,28,29,7,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,22,1,36,0,0,5,1,1,0,0,2,1,0,42,0,1,2,1,1,16,2,19,3,6,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
2020,Massachusetts,Dennis,13760,574,195,348,31,178,42,114,22,0,0,0,0,0,0,0,1,16,6,2,0,1,0,7,2,1,36,10,79,1,0,75,34,2,34,0,2,3,0,131,1,2,9,15,0,17,0,87,8,1,4,0,23,22,1,0,0,0,0,0,2,1,1,0,0,5
2021,Massachusetts,Dennis,13971,594,223,331,40,195,47,124,24,0,0,0,0,1,1,0,3,24,8,6,0,3,0,7,1,0,43,14,52,0,1,71,42,4,24,0,1,0,0,140,2,3,10,22,0,10,0,93,5,1,3,0,25,25,0,0,0,0,0,0,5,0,0,0,0,10
2022,Massachusetts,Dennis,15200,472,149,288,35,133,45,81,7,0,0,0,0,0,0,0,2,14,5,3,0,3,0,3,2,0,24,11,47,1,1,48,33,2,12,0,1,0,0,146,1,0,25,17,0,17,2,84,3,0,5,0,24,24,0,0,0,0,0,0,4,0,0,0,0,7
2020,Ohio,Dennison,2588,40,30,2,8,28,3,17,8,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,1,0,1,0,0
2022,Ohio,Dennison,2658,19,12,3,4,12,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2021,Texas,Denton,150975,8073,2370,4878,825,2220,259,1419,542,9,3,6,0,3,1,2,10,128,84,5,14,25,0,0,9,0,304,119,755,5,0,810,202,190,353,1,17,45,2,2456,8,3,559,649,8,648,280,301,347,54,19,6,623,472,151,4,0,2,2,0,38,6,4,2,0,148
2022,Maryland,Denton,4827,318,110,195,13,99,13,86,0,0,0,0,0,0,0,0,0,11,2,1,0,8,0,0,0,0,11,3,28,0,0,18,2,6,4,1,3,2,0,125,1,0,67,7,0,7,3,40,7,3,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,1
2022,Texas,Denton,154230,8384,2479,5136,769,2313,276,1492,545,7,7,0,0,1,1,0,8,150,78,7,32,33,0,0,8,0,373,117,714,3,1,617,191,198,103,1,39,82,3,2817,6,4,621,654,4,641,363,524,426,46,14,10,574,416,158,0,0,0,0,0,45,1,1,0,0,139
2020,Michigan,Denton Township,5421,110,31,76,3,27,1,26,0,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,1,0,8,0,0,13,8,2,0,0,0,3,0,50,0,0,36,2,0,0,2,10,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2021,Michigan,Denton Township,5412,95,41,52,2,37,6,31,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,1,0,5,1,0,7,1,2,3,0,0,1,0,38,0,0,30,1,0,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,Michigan,Denton Township,5378,107,47,58,2,44,2,41,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,3,0,17,0,0,10,4,1,2,0,1,2,0,24,0,0,15,2,0,2,0,5,3,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,Colorado,Denver,737709,62822,12029,46475,4318,10603,4409,5026,1168,103,97,1,5,3,3,0,277,1043,478,178,14,350,3,20,160,9,5209,220,7382,25,41,2495,482,138,131,0,0,1524,220,20827,16,47,2415,1460,21,7203,3254,6411,8281,1223,603,28,2206,1913,293,0,0,0,0,0,22,23,22,1,0,2039
2021,Colorado,Denver,740209,76560,12553,59146,4861,10959,4794,5029,1136,103,100,0,3,14,13,1,283,1194,533,196,15,428,8,14,194,5,5708,163,9424,16,53,4630,488,145,123,0,0,3642,232,24428,16,59,2208,1734,19,7880,5910,6602,12512,1326,687,32,2205,1876,329,0,0,0,0,0,16,91,90,1,0,2517
2022,Colorado,Denver,705264,80181,14213,59916,6052,12576,5483,5669,1424,91,90,0,1,7,5,2,277,1262,538,212,8,495,1,8,195,10,5126,208,10459,21,66,1666,573,152,102,0,0,574,265,25154,23,44,1864,1783,36,8601,5843,6960,15005,1304,702,26,3299,2167,1132,0,0,0,0,0,35,85,79,6,0,2607
2021,Texas,Denver City,4928,109,42,55,12,35,5,25,5,0,0,0,0,0,0,0,2,5,2,1,0,2,0,0,0,0,5,7,15,0,0,2,1,1,0,0,0,0,0,21,0,0,1,2,0,6,2,10,5,0,0,1,9,7,2,0,0,0,0,0,0,0,0,0,0,2
2022,Texas,Denver City,4346,80,32,40,8,32,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,11,0,0,5,3,2,0,0,0,0,0,10,0,0,0,0,1,5,2,2,0,0,0,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0
2022,New Jersey,Denville Township,17119,271,32,207,32,32,0,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,30,2,0,73,31,14,3,0,3,20,2,67,0,0,14,1,0,13,7,32,16,0,0,0,27,17,10,0,0,0,0,0,1,0,0,0,0,4
2020,Oklahoma,Depew,479,15,2,12,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Oklahoma,Depew,476,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Oklahoma,Depew,406,27,5,19,3,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,2,1,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1
2020,Connecticut,Derby,12281,849,200,602,47,180,17,80,83,0,0,0,0,0,0,0,10,10,1,0,1,8,0,0,0,0,47,5,114,2,0,64,14,17,14,1,10,8,0,271,0,0,122,28,1,72,19,29,73,14,12,2,30,18,12,0,0,0,0,0,0,0,0,0,0,15
2020,Kansas,Derby,25229,1342,194,985,163,176,16,139,21,0,0,0,0,0,0,0,4,14,9,1,0,4,0,0,2,0,41,65,147,4,0,272,188,84,0,0,0,0,0,402,1,0,215,24,1,72,21,68,37,3,12,0,153,85,68,0,0,0,0,0,3,0,0,0,0,7
2021,Connecticut,Derby,12197,850,222,586,42,207,30,96,81,0,0,0,0,0,0,0,6,9,3,0,0,6,0,0,1,0,35,9,132,5,1,59,10,16,8,0,13,12,0,264,0,0,104,16,0,52,49,43,56,12,12,2,34,21,13,0,0,0,0,0,0,0,0,0,0,6
2021,Kansas,Derby,25425,1426,210,1003,213,184,35,123,26,1,1,0,0,0,0,0,5,20,4,1,0,14,0,1,2,0,30,26,207,1,1,251,119,131,1,0,0,0,0,457,1,0,210,31,3,73,43,96,22,2,4,0,201,102,99,0,0,0,0,0,4,0,0,0,0,8
2022,Connecticut,Derby,12243,864,227,606,31,218,33,69,116,0,0,0,0,0,0,0,1,8,0,0,0,7,0,1,1,0,31,4,146,2,1,59,19,11,6,0,1,22,0,271,0,0,88,6,0,50,95,32,76,11,4,2,18,14,4,0,0,0,0,0,0,0,0,0,0,11
2022,Kansas,Derby,25907,1525,275,993,257,239,46,168,25,2,2,0,0,0,0,0,4,30,8,2,0,19,0,1,1,0,39,52,152,2,7,194,154,39,1,0,0,0,0,507,1,0,257,44,1,84,17,103,23,1,15,0,242,132,110,0,0,0,0,0,6,0,0,0,0,9
2020,Mississippi,Derma,969,15,7,7,1,5,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Mississippi,Derma,955,10,6,3,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,Mississippi,Derma,938,10,7,1,2,3,1,2,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020,New Hampshire,Derry,33555,1464,575,660,229,522,17,384,121,2,0,2,0,0,0,0,3,48,14,0,0,28,1,5,9,0,23,21,156,0,5,150,65,26,4,1,6,48,0,245,0,0,42,59,0,48,22,74,24,9,18,5,183,183,0,0,0,0,0,0,36,0,0,0,0,5
2021,New Hampshire,Derry,33892,1518,587,647,284,524,5,364,155,1,1,0,0,0,0,0,4,58,19,2,0,32,0,5,4,0,19,22,181,4,6,153,60,25,9,0,4,53,2,224,0,0,64,34,1,35,13,77,17,1,16,3,221,221,0,0,0,0,0,0,51,0,0,0,0,9
2022,New Hampshire,Derry,34290,1488,568,642,278,524,25,373,126,0,0,0,0,4,4,0,1,39,9,4,0,24,0,2,5,0,20,30,161,1,7,136,55,16,11,0,6,48,0,246,0,0,81,45,0,36,12,72,20,3,13,12,212,211,1,0,0,0,0,0,47,0,0,0,0,7
2020,Arkansas,Des Arc,1568,84,22,45,17,20,9,8,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,11,0,0,18,16,2,0,0,0,0,0,10,0,0,0,2,0,0,0,8,1,0,2,0,16,11,5,0,0,0,0,0,0,0,0,0,0,1
2021,Arkansas,Des Arc,1553,68,15,25,28,14,3,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,4,0,0,4,3,1,0,0,0,0,0,9,0,0,1,1,0,0,0,7,2,0,0,0,28,16,12,0,0,0,0,0,0,0,0,0,0,0
2022,Arkansas,Des Arc,1844,40,2,21,17,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,3,3,0,0,0,0,0,0,8,0,0,1,0,0,1,0,6,0,0,0,0,15,9,6,0,0,0,0,0,0,0,0,0,0,2
2020,Iowa,Des Moines,215290,19157,5235,12562,1360,5003,1121,2607,1275,33,33,0,0,0,0,0,10,189,88,28,3,70,0,0,69,6,1863,467,2452,10,2,843,420,296,52,40,35,0,0,5125,122,12,1350,958,13,896,544,1230,1464,248,13,0,1059,745,314,0,0,0,0,0,25,4,2,2,0,272
2020,Washington,Des Moines,32652,2339,334,1920,85,312,41,229,42,2,2,0,0,0,0,0,4,16,9,1,0,5,0,1,7,0,128,16,324,0,3,302,34,1,234,0,0,32,1,777,1,4,19,18,0,345,36,354,261,56,46,1,54,27,27,0,0,0,0,0,6,0,0,0,0,24
2021,Iowa,Des Moines,213060,15898,4788,9926,1184,4611,1067,2376,1168,5,2,3,0,3,3,0,11,158,79,29,2,47,0,1,27,4,726,291,2004,10,0,600,261,277,12,20,20,10,0,4631,78,10,1055,778,8,587,796,1319,1460,165,8,5,943,641,302,0,0,0,0,0,35,1,1,0,0,200
2021,Washington,Des Moines,32664,2081,310,1722,49,286,57,184,45,2,2,0,0,0,0,0,2,20,11,1,0,8,0,0,6,0,131,16,332,0,0,98,26,1,32,0,0,39,0,796,1,11,66,15,1,305,42,355,268,37,38,5,20,15,5,0,0,0,0,0,3,0,0,0,0,21
2022,Washington,Des Moines,32541,2148,360,1745,43,329,54,213,62,3,3,0,0,0,0,0,11,17,8,1,0,8,0,0,9,0,133,7,341,0,1,97,36,0,19,0,0,42,0,753,0,7,116,5,0,264,40,321,271,33,100,1,10,10,0,0,0,0,0,0,3,0,0,0,0,29
2020,Missouri,Des Peres,8732,469,23,419,27,22,8,10,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21,7,27,0,1,37,7,13,2,0,0,14,1,294,5,5,210,12,0,33,6,23,22,5,5,2,21,14,7,0,0,0,0,0,0,0,0,0,0,4
2022,Missouri,Des Peres,9135,513,40,442,31,38,5,25,8,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,9,31,7,1,50,3,30,0,0,3,14,0,290,8,1,179,19,0,45,6,32,18,6,20,0,20,12,8,0,0,0,0,0,0,0,0,0,0,11
2020,Missouri,Desloge,4861,593,96,365,132,82,17,60,5,1,0,1,0,0,0,0,6,7,3,0,0,2,0,2,0,0,17,6,74,0,0,16,2,13,0,0,0,1,0,231,1,0,150,17,5,11,6,41,11,1,9,6,117,55,62,1,0,1,0,0,1,0,0,0,0,7
2021,Missouri,Desloge,4883,509,78,213,218,72,12,57,3,1,1,0,0,0,0,0,1,4,0,0,1,1,1,1,1,0,8,9,69,0,0,11,1,7,1,0,1,1,0,95,0,1,42,8,0,10,6,28,10,1,9,5,209,98,111,1,0,1,0,0,1,0,0,0,0,2
2022,Missouri,Desloge,4964,498,78,262,158,67,7,57,3,0,0,0,0,0,0,0,0,11,6,4,0,0,0,1,1,0,9,7,44,0,1,10,0,10,0,0,0,0,0,157,1,1,43,27,1,10,9,65,21,3,9,1,153,70,83,0,0,0,0,0,0,0,0,0,0,4
2020,Texas,DeSoto,53515,2662,856,1584,222,817,129,548,140,2,2,0,0,3,3,0,5,29,12,4,1,12,0,0,1,0,127,19,298,13,0,124,26,39,2,0,0,56,1,764,3,3,135,21,2,337,38,225,186,44,8,0,141,100,41,0,0,0,0,0,8,0,0,0,0,73
2021,Texas,DeSoto,52891,2519,770,1576,173,718,108,483,127,7,6,1,0,3,3,0,3,39,16,4,0,19,0,0,6,0,127,10,281,4,0,133,17,35,2,0,0,79,0,780,0,1,83,8,1,235,81,371,197,38,0,1,104,63,41,0,0,0,0,0,1,0,0,0,0,67
2022,Texas,DeSoto,55956,2609,796,1580,233,756,115,532,109,5,4,1,0,0,0,0,4,31,12,6,1,12,0,0,3,0,118,12,282,12,0,96,19,32,0,0,0,44,1,795,0,1,120,7,2,233,73,359,229,32,1,1,134,87,47,0,0,0,0,0,2,0,0,0,0,96
2020,Michigan,Detroit,659616,77233,29386,42094,5753,27784,11652,14743,1389,347,328,6,13,0,0,0,200,1055,435,200,45,374,0,1,762,1,4510,201,10929,80,47,4753,1358,1218,1919,148,110,0,0,11513,60,48,1231,2263,19,2578,1998,3316,5640,1859,1799,0,982,939,43,1,0,1,0,0,94,298,288,10,0,4378
2021,Michigan,Detroit,673708,79002,29588,42850,6564,27627,12027,14522,1078,339,303,7,29,5,4,1,262,1355,505,269,53,526,0,2,543,3,4302,189,10680,93,42,4439,1292,1135,854,281,120,731,26,12018,46,51,1225,2205,10,2711,2464,3306,6825,1520,2196,28,1081,1032,49,2,1,0,1,0,57,513,478,31,4,4883
2022,Michigan,Detroit,626757,83299,28835,49737,4727,27160,10410,15459,1291,334,308,2,24,5,5,0,190,1146,466,217,35,427,0,1,440,1,5015,177,11610,123,46,4457,1385,1099,322,179,183,1258,31,14125,54,56,1703,2445,11,3744,2323,3789,9543,1405,2795,35,881,850,31,0,0,0,0,0,113,387,360,3,24,3311
2020,Minnesota,Detroit Lakes,9352,498,59,348,91,55,11,32,12,0,0,0,0,0,0,0,1,3,0,1,0,2,0,0,1,0,45,16,46,1,0,17,6,6,3,0,1,1,0,187,0,1,105,25,0,18,3,35,25,3,7,0,90,50,40,0,0,0,0,0,0,0,0,0,0,1
2021,Minnesota,Detroit Lakes,9310,586,132,349,105,117,20,71,26,0,0,0,0,0,0,0,4,11,3,0,2,6,0,0,0,0,23,9,41,0,0,30,11,14,1,0,0,4,0,217,1,2,129,27,0,17,3,38,21,1,7,2,92,61,31,0,0,0,0,0,0,0,0,0,0,11
2022,Minnesota,Detroit Lakes,9771,401,67,284,50,58,17,38,3,0,0,0,0,0,0,0,0,9,6,0,0,3,0,0,1,0,34,9,42,0,0,14,5,6,0,0,0,3,0,170,0,0,95,18,0,23,4,30,9,3,2,2,45,31,14,0,0,0,0,0,0,0,0,0,0,3
2020,North Dakota,Devils Lake,7339,771,184,471,116,159,17,123,19,0,0,0,0,0,0,0,1,24,6,2,0,14,0,2,2,0,23,15,110,6,2,61,37,10,0,0,1,11,2,205,0,0,27,23,2,23,12,118,37,2,8,0,111,53,58,0,0,0,0,0,3,0,0,0,0,2
2021,North Dakota,Devils Lake,7237,882,210,526,146,195,16,153,26,0,0,0,0,0,0,0,0,15,3,0,0,11,1,0,2,0,28,16,131,0,0,68,41,10,0,0,1,15,1,222,0,0,39,23,0,23,5,132,45,1,13,0,142,84,58,0,0,0,0,0,2,0,0,0,0,2
2022,North Dakota,Devils Lake,7212,833,182,519,132,156,18,117,21,0,0,0,0,0,0,0,1,25,14,1,0,7,0,3,1,0,38,13,112,5,0,67,32,10,0,0,6,16,3,215,0,0,46,30,2,32,3,102,53,2,13,1,123,60,63,0,0,0,0,0,2,1,0,0,1,5
2020,Texas,Devine,4883,182,30,126,26,29,6,20,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,8,0,0,2,0,0,2,0,0,0,0,101,1,0,59,4,0,12,0,25,10,0,1,0,26,14,12,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,Devine,4998,242,28,163,51,27,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,130,0,0,60,11,0,15,10,34,14,0,2,0,51,23,28,0,0,0,0,0,0,0,0,0,0,0
2022,Texas,Devine,4483,203,31,107,65,30,2,22,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,2,15,0,0,3,2,0,1,0,0,0,0,70,0,0,26,15,2,6,2,19,8,1,1,1,62,29,33,0,0,0,0,0,0,0,0,0,0,2
2020,Oklahoma,Dewar,848,8,2,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Oklahoma,Dewar,843,18,2,11,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,4,0,0,3,0,0,0,0,1,1,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,1
2022,Oklahoma,Dewar,761,14,3,9,2,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,4,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,Oklahoma,Dewey,3381,171,64,97,10,59,4,47,8,1,1,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,13,5,16,1,0,8,6,0,1,0,1,0,0,47,0,0,5,10,0,12,2,18,7,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,1
2021,Oklahoma,Dewey,3411,231,58,146,27,57,9,35,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,33,1,29,4,0,13,7,2,1,0,3,0,0,59,0,1,2,9,0,15,7,25,4,0,2,0,26,17,9,0,0,0,0,0,0,0,0,0,0,1
2022,Oklahoma,Dewey,3387,287,81,162,44,76,3,61,12,1,0,1,0,0,0,0,1,3,1,0,0,2,0,0,1,0,36,5,21,1,0,12,8,3,0,0,1,0,0,70,1,0,5,8,0,27,2,27,11,0,5,1,39,21,18,0,0,0,0,0,1,0,0,0,0,3
2020,Delaware,Dewey Beach,407,65,28,27,10,27,3,23,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,9,0,1,8,3,0,5,0,0,0,0,6,0,0,1,0,0,1,1,3,1,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,3
2021,Delaware,Dewey Beach,419,219,103,93,23,100,17,81,2,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,5,0,45,0,0,10,2,0,7,0,0,1,0,29,0,0,0,7,0,1,3,18,3,1,0,1,21,14,7,0,0,0,0,0,0,0,0,0,0,1
2022,Delaware,Dewey Beach,384,169,87,67,15,83,14,63,6,1,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0,0,2,0,23,0,0,9,2,2,4,0,0,1,0,30,0,0,1,8,0,4,2,15,3,0,0,0,10,7,3,0,0,0,0,0,0,0,0,0,0,5
2020,Arkansas,DeWitt,2976,253,63,116,74,60,17,40,3,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,2,0,16,4,33,0,0,0,0,0,0,0,0,0,0,57,0,0,5,9,0,7,2,34,2,0,2,0,71,41,30,0,0,0,0,0,0,0,0,0,0,3
2020,Iowa,DeWitt,5178,195,40,129,26,35,2,23,10,0,0,0,0,0,0,0,0,5,2,0,0,3,0,0,0,0,17,6,22,0,0,10,1,5,4,0,0,0,0,63,0,0,14,6,0,18,2,23,9,1,1,0,26,14,12,0,0,0,0,0,0,0,0,0,0,0
2020,Michigan,DeWitt,4844,102,20,77,5,16,3,10,3,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,4,0,11,1,1,21,8,1,3,0,0,9,0,35,0,0,1,2,0,22,1,9,2,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
2021,Arkansas,DeWitt,2941,274,62,91,121,59,17,42,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,2,0,14,11,22,0,0,6,1,4,1,0,0,0,0,30,0,0,6,2,0,1,1,20,2,1,3,0,118,74,44,0,0,0,0,0,1,0,0,0,0,2
2021,Iowa,DeWitt,5212,195,51,121,23,45,16,22,7,0,0,0,0,0,0,0,0,6,3,0,1,2,0,0,0,0,20,8,24,0,0,12,3,4,1,0,0,4,0,48,7,0,5,3,0,9,7,17,6,1,2,0,18,10,8,0,0,0,0,0,1,0,0,0,0,4
2021,Michigan,DeWitt,4869,54,25,27,2,20,4,11,5,0,0,0,0,0,0,0,0,5,1,0,0,4,0,0,0,0,0,1,9,1,1,6,4,0,0,0,0,1,1,8,0,0,0,0,0,3,2,3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
2022,Arkansas,DeWitt,2832,289,82,124,83,77,23,52,2,1,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,11,10,19,0,0,13,2,11,0,0,0,0,0,66,0,0,13,2,0,2,3,46,0,0,5,0,72,45,27,0,0,0,0,0,0,0,0,0,0,11
2022,Iowa,DeWitt,5528,258,57,183,18,55,36,10,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,15,10,42,0,0,16,7,6,1,0,0,1,1,89,40,0,7,6,0,23,2,11,9,0,2,0,18,12,6,0,0,0,0,0,0,0,0,0,0,0
2022,Michigan,DeWitt,4813,65,24,37,4,18,3,13,2,0,0,0,0,0,0,0,0,6,2,1,0,3,0,0,1,0,6,0,11,0,0,8,5,1,0,0,1,1,0,10,0,0,0,3,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2020,Michigan,DeWitt Township,15756,354,69,240,45,56,10,43,3,0,0,0,0,0,0,0,2,11,7,1,0,3,0,0,2,0,21,4,33,3,1,52,12,11,5,0,2,21,1,96,0,1,19,10,0,33,14,19,13,2,13,0,32,32,0,0,0,0,0,0,0,0,0,0,0,13
2021,Michigan,DeWitt Township,15880,383,73,231,79,56,23,30,3,0,0,0,0,0,0,0,1,16,4,4,1,7,0,0,1,0,26,4,26,1,1,28,9,4,5,0,1,8,1,115,0,1,28,5,0,24,25,32,9,1,19,0,58,55,3,0,0,0,0,0,2,0,0,0,0,19
2022,Michigan,DeWitt Township,15557,449,113,244,92,92,20,64,8,0,0,0,0,0,0,0,3,18,7,2,2,7,0,0,0,0,23,1,38,4,1,43,19,10,4,1,0,3,6,109,0,0,27,15,0,16,22,29,12,1,12,1,72,66,6,0,0,0,0,0,0,0,0,0,0,19
