Year,States,AgencyName,Population1,TotalOffenses,CrimesAgainstPersons,CrimesAgainstProperty,CrimesAgainstSociety,AssaultOffenses,AggravatedAssault,SimpleAssault,Intimidation,HomicideOffenses,MurderandNonnegligentManslaughter,NegligentManslaughter,JustifiableHomicide,HumanTraffickingOffenses,CommercialSexActs,InvoluntaryServitude,KidppingAbduction,SexOffenses,Rape,Sodomy,SexualAssaultWithanObject,Fondling,Incest,StatutoryRape,Arson,Bribery,BurglaryBreakingEntering,CounterfeitingForgery,DestructionDamageVandalismofProperty,Embezzlement,ExtortionBlackmail,FraudOffenses,FalsePretensesSwindleConfidence.Game,CreditCardAutomatedTellerMachineFraud,Impersotion,WelfareFraud,WireFraud,IdentityTheft,HackingComputerInvasion,LarcenyTheftOffenses,Pocketpicking,Pursestching,Shoplifting,TheftFromBuilding,TheftFromCoinOperatedMachineorDevice,TheftFromMotorVehicle,TheftofMotorVehiclePartsorAccessories,AllOtherLarceny,MotorVehicleTheft,Robbery,StolenPropertyOffenses,AnimalCruelty,DrugrcoticOffenses,DrugrcoticViolations,DrugEquipmentViolations,GamblingOffenses,BettingWagering,OperatingPromotingAssistingGambling,GamblingEquipmentViolations,SportsTampering,PornographyObsceneMaterial,ProstitutionOffenses,Prostitution,AssistingorPromotingProstitution,PurchasingProstitution,WeaponLawViolations
2021,Maine,Dexter,3685,90,32,30,28,30,2,5,23,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,22,0,0,6,0,0,4,3,9,1,0,0,0,26,23,3,0,0,0,0,0,0,0,0,0,0,2
2021,Missouri,Dexter,7833,625,130,276,219,107,20,80,7,1,1,0,0,0,0,0,7,15,9,3,0,3,0,0,2,1,26,20,41,0,0,11,2,8,1,0,0,0,0,158,1,4,42,12,1,18,15,65,14,1,2,5,192,122,70,0,0,0,0,0,4,0,0,0,0,18
2022,Maine,Dexter,3793,124,66,35,23,58,0,14,44,0,0,0,0,0,0,0,0,8,1,0,0,6,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,27,0,0,5,1,0,1,0,20,1,0,0,1,21,17,4,0,0,0,0,0,0,0,0,0,0,1
2022,Missouri,Dexter,7854,517,112,240,165,105,13,83,9,0,0,0,0,0,0,0,0,7,0,2,0,5,0,0,0,0,26,13,39,0,0,15,4,8,3,0,0,0,0,127,0,1,32,28,2,15,5,44,16,1,3,6,147,95,52,0,0,0,0,0,2,0,0,0,0,10
2022,New Mexico,Dexter,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Arkansas,Diamond City,802,27,5,6,16,5,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,10,0,0,0,0,0,0,0,0,0,0,0
2021,Arkansas,Diamond City,803,22,7,13,2,7,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,4,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2022,Arkansas,Diamond City,789,20,12,7,1,12,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Wyoming,Diamondville,769,12,4,3,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,Wyoming,Diamondville,530,12,7,5,0,6,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Arkansas,Diaz,1196,35,17,16,2,16,4,10,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,4,0,0,6,5,1,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Arkansas,Diaz,1266,24,9,13,2,8,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
2020,Oklahoma,Dibble,868,34,7,20,7,6,0,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,0,0,3,2,0,0,0,0,1,0,5,0,0,1,0,0,3,0,1,2,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,2
2021,Oklahoma,Dibble,884,42,13,13,16,12,1,8,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,4,0,2,2,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,0,14,11,3,0,0,0,0,0,0,0,0,0,0,2
2022,Oklahoma,Dibble,943,52,10,12,30,10,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1,1,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,2,0,28,16,12,0,0,0,0,0,0,0,0,0,0,2
2020,Mississippi,D'Iberville,14298,1291,153,900,238,149,6,133,10,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,39,15,100,10,0,46,16,30,0,0,0,0,0,589,0,0,302,0,3,91,2,191,32,5,64,0,213,150,63,0,0,0,0,0,1,0,0,0,0,24
2021,Mississippi,D'Iberville,14234,1515,179,1036,300,175,9,158,8,1,0,1,0,0,0,0,0,3,0,0,0,2,0,1,0,0,52,42,127,10,1,65,19,43,1,0,2,0,0,666,0,0,295,0,2,151,4,214,25,1,47,0,282,215,67,0,0,0,0,0,1,0,0,0,0,17
2020,Texas,Diboll,5182,132,21,72,39,21,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,21,0,0,4,0,2,1,0,0,1,0,21,0,0,1,0,1,1,0,18,6,0,2,0,31,15,16,0,0,0,0,0,0,2,1,0,1,6
2021,Texas,Diboll,5096,142,36,48,58,35,7,26,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,1,17,0,0,6,2,2,1,0,0,1,0,14,0,0,1,0,0,0,0,13,3,0,0,0,51,37,14,0,0,0,0,0,1,0,0,0,0,6
2022,Texas,Diboll,4466,190,38,55,97,34,10,23,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,8,2,15,0,0,6,0,3,3,0,0,0,0,18,0,0,1,0,0,2,0,15,5,0,1,0,88,54,34,0,0,0,0,0,0,0,0,0,0,9
2020,North Dakota,Dickinson,23801,1642,323,899,420,293,33,216,44,1,1,0,0,0,0,0,1,28,4,0,0,20,0,4,1,0,53,31,207,7,0,181,67,6,0,0,0,108,0,350,0,0,47,87,0,48,5,163,61,1,7,7,380,212,168,1,0,1,0,0,5,1,0,1,0,26
2020,Texas,Dickinson,21364,988,348,592,48,326,49,250,27,1,1,0,0,0,0,0,0,21,12,0,1,5,0,3,1,0,83,14,98,2,0,68,8,41,0,0,3,16,0,243,2,0,49,25,0,66,24,77,52,13,18,2,36,24,12,0,0,0,0,0,3,0,0,0,0,7
2021,North Dakota,Dickinson,24179,1542,349,741,452,303,49,204,50,2,0,1,1,0,0,0,1,43,11,0,0,31,0,1,2,0,42,14,193,5,1,116,87,3,0,0,1,24,1,289,0,0,41,68,1,51,9,119,58,1,20,14,405,216,189,0,0,0,0,0,14,0,0,0,0,19
2021,Texas,Dickinson,21442,1018,350,596,72,317,27,262,28,2,2,0,0,1,1,0,0,30,16,1,1,9,1,2,0,1,66,13,93,1,0,74,16,40,0,0,8,10,0,270,0,0,25,28,1,114,27,75,48,8,22,2,57,42,15,0,0,0,0,0,0,0,0,0,0,13
2022,North Dakota,Dickinson,24577,1447,316,774,357,280,49,186,45,0,0,0,0,0,0,0,5,31,7,4,0,19,0,1,0,0,58,24,202,4,0,105,70,2,1,0,4,27,1,326,0,0,46,112,0,39,16,113,45,2,8,15,310,163,147,0,0,0,0,0,6,0,0,0,0,26
2022,Texas,Dickinson,21936,994,337,572,85,310,30,246,34,5,4,1,0,0,0,0,2,20,11,1,0,7,1,0,0,0,57,24,92,2,0,64,10,24,0,0,7,21,2,248,0,0,42,30,2,58,25,91,51,12,22,2,73,49,24,0,0,0,0,0,0,0,0,0,0,10
2020,Oklahoma,Dickson,1252,91,17,48,26,17,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,0,6,3,1,1,0,1,0,0,19,0,0,0,1,0,3,1,14,3,0,0,0,22,12,10,0,0,0,0,0,0,0,0,0,0,4
2020,Tennessee,Dickson,15680,1663,497,823,343,477,121,217,139,0,0,0,0,0,0,0,1,19,6,2,0,11,0,0,2,1,59,43,106,9,0,70,24,31,14,0,0,1,0,469,0,0,239,94,1,54,19,62,48,5,11,1,321,194,127,0,0,0,0,0,1,0,0,0,0,20
2021,Oklahoma,Dickson,1260,76,19,35,22,15,3,7,5,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,7,2,5,0,0,5,3,1,1,0,0,0,0,11,0,0,1,1,0,2,0,7,4,0,1,0,18,12,6,0,0,0,0,0,0,0,0,0,0,4
2021,Tennessee,Dickson,15634,1398,458,606,334,430,107,170,153,0,0,0,0,0,0,0,2,26,16,0,0,9,0,1,0,0,43,34,87,3,0,63,26,33,4,0,0,0,0,334,0,0,162,48,1,40,34,49,31,0,11,0,318,189,129,0,0,0,0,0,1,0,0,0,0,15
2022,Oklahoma,Dickson,1350,97,34,36,27,33,1,6,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,4,10,0,0,6,3,3,0,0,0,0,0,7,0,0,0,2,1,0,0,4,1,0,0,0,26,19,7,0,0,0,0,0,0,0,0,0,0,1
2022,Tennessee,Dickson,16154,1209,406,541,262,388,105,173,110,1,1,0,0,0,0,0,1,16,10,1,0,4,0,1,0,0,27,17,63,3,1,68,27,36,5,0,0,0,0,320,0,0,151,53,1,37,16,62,40,1,1,2,251,147,104,0,0,0,0,0,1,0,0,0,0,8
2022,Massachusetts,Dighton,8240,87,30,47,10,25,4,12,9,0,0,0,0,0,0,0,0,5,1,2,0,1,0,1,0,0,5,1,9,0,0,14,7,1,6,0,0,0,0,12,0,0,1,2,0,1,0,8,4,1,1,0,6,6,0,0,0,0,0,0,2,0,0,0,0,2
2020,Georgia,Dillard,378,15,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,1,0,1,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1
2022,Texas,Dilley,3318,57,29,27,1,28,2,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,8,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Alaska,Dillingham,2324,40,32,7,1,31,9,22,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,Colorado,Dillon,974,78,10,58,10,10,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,17,0,0,7,0,6,1,0,0,0,0,18,0,0,0,0,0,4,2,12,9,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,3
2020,Montana,Dillon,4318,93,45,26,22,44,12,20,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0,2,2,0,0,0,0,0,0,9,0,0,2,1,0,1,0,5,0,0,0,0,21,10,11,0,0,0,0,0,0,0,0,0,0,1
2021,Colorado,Dillon,973,60,7,44,9,5,2,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,6,11,0,0,2,0,2,0,0,0,0,0,20,0,0,0,1,0,5,2,12,3,0,0,0,9,5,4,0,0,0,0,0,0,0,0,0,0,0
2022,Colorado,Dillon,1045,62,15,38,9,14,5,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,6,5,0,0,4,0,2,1,0,0,0,1,15,0,0,0,0,0,3,0,12,2,0,3,0,6,5,1,0,0,0,0,0,1,0,0,0,0,2
2022,Montana,Dillon,4075,127,62,57,8,59,9,34,16,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,5,0,25,0,0,1,1,0,0,0,0,0,0,26,1,0,15,3,0,0,0,7,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,3
2022,South Carolina,Dillon,6213,1278,390,748,140,378,147,167,64,2,2,0,0,0,0,0,3,7,3,0,0,3,0,1,4,0,84,18,133,0,0,62,47,7,0,1,5,2,0,392,0,0,192,3,1,34,22,140,33,8,14,2,83,81,2,0,0,0,0,0,1,4,4,0,0,50
2021,Minnesota,Dilworth,4497,549,60,401,88,57,11,33,13,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,35,7,51,0,1,39,9,12,10,0,2,4,2,235,1,0,166,0,0,16,1,51,18,2,12,0,79,48,31,0,0,0,0,0,0,0,0,0,0,9
2022,Minnesota,Dilworth,4641,481,60,350,71,57,2,33,22,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,21,8,32,0,0,29,10,7,6,0,0,4,2,235,0,0,160,0,0,3,1,71,9,3,13,0,67,31,36,0,0,0,0,0,0,0,0,0,0,4
2021,Texas,Dimmitt,3966,107,26,24,57,23,5,18,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,1,0,4,1,7,0,0,1,0,0,0,0,0,0,1,8,0,0,1,1,0,1,0,5,2,0,0,0,55,54,1,0,0,0,0,0,0,0,0,0,0,2
2022,Texas,Dimmitt,4183,91,29,28,34,25,4,21,0,0,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,7,0,6,0,0,1,0,0,0,0,0,1,0,8,0,0,2,0,0,2,0,4,4,1,1,0,34,32,2,0,0,0,0,0,0,0,0,0,0,0
2020,Texas,Dimmitt,4065,0,0,37,75,0,0,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,14,0,0,2,0,1,0,0,0,1,0,13,1,0,1,0,0,1,0,10,1,0,0,0,71,59,12,0,0,0,0,0,0,0,0,0,0,4
2020,Colorado,Dinosaur,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Colorado,Dinosaur,334,11,5,5,1,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,California,Dinuba,25650,1998,574,1163,261,513,95,382,36,1,1,0,0,0,0,0,15,45,3,5,4,26,0,7,21,0,87,24,340,5,2,140,35,67,18,0,0,20,0,429,4,2,114,16,0,119,60,114,71,17,27,5,190,111,79,1,1,0,0,0,6,0,0,0,0,59
2020,Oklahoma,Disney,302,15,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,10,5,5,0,0,0,0,0,0,0,0,0,0,1
2021,Oklahoma,Disney,302,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,Oklahoma,Disney,223,5,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1
2020,Louisiana,Dixie Inn,261,36,4,22,10,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,1,0,1,0,9,7,2,0,0,0,0,0,0,0,0,0,0,1
2021,Louisiana,Dixie Inn,265,20,9,6,5,8,6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0
2021,Missouri,Dixon,1446,89,31,49,9,28,4,23,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,11,6,7,0,0,4,1,0,1,0,0,2,0,16,0,0,3,1,0,0,0,12,3,0,1,1,7,3,4,0,0,0,0,0,0,0,0,0,0,1
2022,California,Dixon,19001,985,248,570,167,217,48,143,26,0,0,0,0,0,0,0,12,19,4,4,0,10,0,1,4,0,37,9,144,3,8,56,22,19,9,0,0,6,0,231,0,0,45,22,0,72,50,42,34,8,36,0,124,75,49,0,0,0,0,0,9,0,0,0,0,34
2022,Missouri,Dixon,1217,89,17,55,17,15,1,13,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,20,2,14,0,0,0,0,0,0,0,0,0,0,13,0,0,2,4,1,1,2,3,5,0,1,1,16,9,7,0,0,0,0,0,0,0,0,0,0,0
2021,North Carolina,Dobson,1529,76,11,36,29,7,2,4,1,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,5,2,2,1,0,2,1,0,0,0,0,1,0,19,0,0,4,0,3,0,1,11,1,0,4,0,25,12,13,0,0,0,0,0,0,0,0,0,0,4
2022,North Carolina,Dobson,1386,75,16,32,27,15,2,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,3,0,1,6,5,0,0,0,0,1,0,18,0,0,2,1,0,1,0,14,0,0,0,0,24,14,10,0,0,0,0,0,0,0,0,0,0,3
2020,Kansas,Dodge City,27066,2548,545,1461,542,489,103,286,100,0,0,0,0,0,0,0,38,18,10,0,0,6,0,2,5,0,65,38,408,12,6,270,72,192,6,0,0,0,0,584,3,1,121,52,1,89,48,269,43,11,19,0,499,258,241,0,0,0,0,0,5,1,0,1,0,37
2021,Kansas,Dodge City,26612,1891,495,1010,386,430,98,258,74,1,1,0,0,0,0,0,33,31,11,5,0,15,0,0,3,0,58,29,367,6,8,133,70,62,1,0,0,0,0,354,2,0,65,26,3,74,28,156,38,11,3,0,365,196,169,0,0,0,0,0,2,0,0,0,0,19
2022,Kansas,Dodge City,27641,1837,442,1022,373,392,87,229,76,1,1,0,0,0,0,0,19,30,13,4,0,10,2,1,12,0,61,23,336,47,10,123,54,69,0,0,0,0,0,355,2,0,58,28,1,101,33,132,41,8,6,0,342,179,163,0,0,0,0,0,2,0,0,0,0,29
2021,Georgia,Doerun,726,23,6,15,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,1,1,0,0,0,0,0,0,5,0,0,2,0,0,1,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,Georgia,Doerun,713,11,2,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Georgia,Donalsonville,2445,41,14,26,1,13,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,0,8,0,3,1,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2021,Georgia,Donalsonville,2471,38,12,23,3,11,3,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,20,0,0,2,11,0,4,2,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,Georgia,Donalsonville,2834,51,16,27,8,15,4,9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,8,0,5,2,4,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,2
2020,Missouri,Doniphan,1907,209,41,141,27,40,7,16,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,1,6,2,3,0,1,0,0,0,97,3,0,6,63,0,23,0,2,10,0,0,0,26,20,6,0,0,0,0,0,1,0,0,0,0,0
2021,Missouri,Doniphan,1911,197,34,98,65,30,4,16,10,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,7,9,15,0,0,1,0,1,0,0,0,0,0,61,1,0,0,30,0,8,0,22,4,0,1,0,62,39,23,0,0,0,0,0,0,0,0,0,0,3
2022,Missouri,Doniphan,1703,114,16,50,48,14,2,10,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,3,8,0,3,0,26,1,0,0,0,46,29,17,0,0,0,0,0,1,0,0,0,0,1
2020,Texas,Donna,16400,1140,232,817,91,206,135,33,38,1,1,0,0,4,0,4,1,20,14,0,0,4,0,2,3,0,80,5,163,0,0,73,43,30,0,0,0,0,0,434,2,1,77,1,0,80,5,268,37,22,0,0,78,78,0,0,0,0,0,0,4,0,0,0,0,9
2021,Texas,Donna,16371,1077,354,621,102,327,219,33,75,0,0,0,0,5,1,4,2,20,14,0,0,5,0,1,1,0,48,4,145,0,0,55,37,17,1,0,0,0,0,314,0,1,64,0,1,61,8,179,42,12,0,0,86,79,7,1,0,1,0,0,4,0,0,0,0,11
2022,Texas,Donna,16842,1046,284,682,80,253,174,27,52,3,2,1,0,2,2,0,1,25,11,0,0,13,0,1,4,0,55,9,142,0,0,66,32,34,0,0,0,0,0,352,0,0,43,2,0,94,6,207,48,6,0,0,64,58,6,0,0,0,0,0,5,1,0,0,1,10
2021,Alabama,Dora,1963,533,64,129,340,64,13,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18,0,0,14,0,2,9,0,0,3,0,57,0,0,4,7,0,0,1,45,17,1,6,3,317,156,161,0,0,0,0,0,1,1,1,0,0,18
2022,Alabama,Dora,2281,407,37,112,258,37,2,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,14,0,0,15,6,4,2,0,0,3,0,48,0,0,0,4,0,0,1,43,9,0,11,1,238,96,142,0,0,0,0,0,0,0,0,0,0,19
2022,Florida,Doral,75838,2849,575,2088,186,550,94,424,32,0,0,0,0,2,2,0,6,17,7,2,0,7,0,1,0,0,70,23,202,21,6,458,178,45,151,0,84,0,0,1253,7,22,351,17,1,166,258,431,0,18,37,2,141,101,40,0,0,0,0,0,0,6,4,2,0,37
2021,Georgia,Doraville,10322,937,179,539,219,161,37,120,4,3,3,0,0,0,0,0,1,14,3,2,0,9,0,0,1,0,23,9,40,0,2,38,26,10,2,0,0,0,0,315,0,0,48,0,0,78,2,187,78,16,17,0,175,147,28,0,0,0,0,0,0,1,0,1,0,43
2022,Georgia,Doraville,11185,1193,195,683,315,176,40,132,4,1,1,0,0,0,0,0,5,13,2,0,0,9,0,2,0,0,53,15,47,0,0,59,37,22,0,0,0,0,0,401,1,3,52,0,0,130,2,213,73,14,21,0,265,213,52,0,0,0,0,0,0,0,0,0,0,50
2021,Alabama,Dothan,69747,571,141,257,173,133,59,62,12,1,1,0,0,1,1,0,1,5,0,2,3,0,0,0,2,0,33,21,42,2,0,47,4,20,2,0,1,20,0,81,5,0,11,12,1,2,4,46,15,4,10,0,158,104,54,0,0,0,0,0,1,0,0,0,0,14
2022,Alabama,Dothan,71196,9279,2780,3683,2816,2667,634,1758,275,14,14,0,0,4,4,0,7,88,38,18,9,14,1,8,31,1,384,132,748,8,10,515,144,157,51,0,1,160,2,1622,34,2,354,201,1,281,116,633,107,44,81,11,2560,1696,864,0,0,0,0,0,38,1,1,0,0,206
2020,Texas,Double Oak,3089,53,11,36,6,10,0,5,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,23,0,8,14,1,0,0,0,6,0,0,0,1,0,2,0,3,0,0,1,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0
2021,Texas,Double Oak,3124,54,8,29,17,8,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,16,0,3,11,2,0,0,0,6,0,0,0,0,0,1,0,5,0,0,0,0,17,1,16,0,0,0,0,0,0,0,0,0,0,0
2022,Texas,Double Oak,3052,37,7,23,7,7,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,2,1,2,0,0,0,0,11,0,0,0,1,0,4,1,5,0,0,0,0,6,0,6,0,0,0,0,0,1,0,0,0,0,0
2022,Alabama,Double Springs,1083,66,19,35,12,19,2,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,15,0,0,1,2,0,0,1,11,5,1,0,0,12,8,4,0,0,0,0,0,0,0,0,0,0,0
2020,Georgia,Douglas,11696,178,37,133,8,36,8,23,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,5,0,0,13,7,3,3,0,0,0,0,102,0,0,42,40,0,12,7,1,4,2,0,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0
2020,Massachusetts,Douglas,9054,180,82,84,14,69,10,36,23,0,0,0,0,0,0,0,3,10,4,0,0,2,0,4,0,0,7,2,23,0,1,28,10,0,17,0,0,1,0,19,0,0,1,0,0,1,0,17,3,0,1,0,8,8,0,0,0,0,0,0,2,0,0,0,0,4
2021,Alabama,Douglas,784,121,38,73,10,38,2,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,19,0,0,2,0,2,0,0,0,0,0,31,0,0,0,9,0,1,1,20,8,0,2,0,10,5,5,0,0,0,0,0,0,0,0,0,0,0
2021,Arizona,Douglas,16349,653,124,349,180,114,18,86,10,1,1,0,0,0,0,0,5,4,2,0,0,2,0,0,0,0,37,6,2,0,0,17,2,4,9,0,0,2,0,259,0,0,139,8,0,17,0,95,23,3,2,0,172,90,82,0,0,0,0,0,0,0,0,0,0,8
2021,Georgia,Douglas,11606,88,12,75,1,10,8,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,2,2,0,0,0,0,0,0,70,0,0,53,7,0,7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
